chembl_id,name,smiles,target_gene,activity_type,activity_nM,mw,logp,lipinski_violations,is_approved,is_clinical,n_net_targets,net_targets
CHEMBL1085178,CHEMBL1085178,Cc1nc(N)ncc1-c1nc(N2CCOCC2)c2sc(C(C)(C)O)cc2n1,PIK3CB,IC50,25.0,386.48,2.1,0,False,False,1,PIK3CB
CHEMBL199918,CHEMBL199918,COc1cc(-c2ccc3c(c2)NC(=O)/C3=C\c2cc[nH]c2)ccc1O,CHEK1,IC50,25.0,332.36,3.89,0,False,False,1,CHEK1
CHEMBL206663,CHEMBL206663,CN(C)CCOCCOc1cc(N2CCCC2)c(NC(=O)Nc2cnc(C#N)cn2)cc1Cl,CHEK1,IC50,25.0,473.97,3.2,0,False,False,1,CHEK1
CHEMBL108840,CHEMBL108840,O=C(CCn1c2c(c(=O)[nH]c1=O)CSCC2)NCC(=O)c1ccc(-c2cccnn2)cc1,PARP1,IC50,25.0,451.51,1.17,0,False,False,1,PARP1
CHEMBL108137,CHEMBL108137,O=C(CCn1c2c(c(=O)[nH]c1=O)CSCC2)NCC(=O)c1ccc(-c2cncnc2)cc1,PARP1,IC50,25.0,451.51,1.17,0,False,False,1,PARP1
CHEMBL432211,CHEMBL432211,O=C(CCn1c2c(c(=O)[nH]c1=O)CCCC2)NCC(=O)c1ccc2ccccc2c1,PARP1,IC50,25.0,405.45,1.96,0,False,False,1,PARP1
CHEMBL433356,CHEMBL433356,COc1ccc(C(=O)CNC(=O)CCn2c3c(c(=O)[nH]c2=O)CSCC3)cc1,PARP1,IC50,25.0,403.46,0.72,0,False,False,1,PARP1
CHEMBL367715,CHEMBL367715,CCC(C(=O)N[C@@H](CC(=O)O)C(=O)CN[C@H](Cc1ccccc1)C(N)=O)n1cccc(NC(=O)c2ccc3ccccc3c2)c1=O,CD274,Ki,25.0,625.68,2.42,1,False,False,1,CD274
CHEMBL212049,CHEMBL212049,Cc1cnc(OC2CCCCC2)nc1-c1cnc(Nc2ccccn2)s1,CDK4,IC50,26.0,367.48,4.76,0,False,False,1,CDK4
CHEMBL3702136,CHEMBL3702136,FC(F)(F)c1cccc(-n2c3cnccc3c3cnc(Nc4ccc(N5CCNCC5)cn4)cc32)c1,CDK6,IC50,26.0,489.51,5.14,1,False,False,1,CDK6
CHEMBL541906,CHEMBL541906,Cl.Oc1ccc(-c2nc(N3CCOCC3)c3oc4ncccc4c3n2)cc1,PIK3CA,IC50,26.0,384.82,2.98,0,False,False,1,PIK3CA
CHEMBL381187,CHEMBL381187,N[C@@H](COc1cncc(-c2ccc3cnccc3c2)c1)Cc1c[nH]c2ccccc12,AKT1,IC50,26.0,394.48,4.73,0,False,False,1,AKT1
CHEMBL332838,CHEMBL332838,COc1ccc(NS(=O)(=O)c2c(F)c(F)c(F)c(F)c2F)cc1NC(=O)CNC(C)=O,MAP2K1,IC50,26.0,467.37,2.27,0,False,False,1,MAP2K1
CHEMBL3702247,CHEMBL3702247,CN(C)C1CCN(c2ccc(Nc3ncc4c5ccncc5n(C5CCC5)c4n3)nn2)CC1,CDK6,IC50,27.0,443.56,3.77,0,False,False,1,CDK6
CHEMBL200942,CHEMBL200942,O/N=C/c1ccc(-c2[nH]c(-c3ccccc3)nc2-c2ccncc2)cc1O,BRAF,Kd,27.0,356.38,4.32,0,False,False,1,BRAF
CHEMBL118433,CHEMBL118433,COc1ccc(NS(=O)(=O)c2c(F)c(F)c(F)c(F)c2F)cc1N,MAP2K1,IC50,27.0,368.28,2.77,0,False,False,1,MAP2K1
CHEMBL121130,CHEMBL121130,COc1ccc(NS(=O)(=O)c2c(F)c(F)c(F)c(F)c2F)cc1NC(=O)[C@@H](NC(C)=O)[C@@H](C)O,MAP2K1,IC50,27.0,511.43,2.02,1,False,False,1,MAP2K1
CHEMBL363160,PHA-680632,CCc1cccc(CC)c1NC(=O)N1Cc2[nH]nc(NC(=O)c3ccc(N4CCN(C)CC4)cc3)c2C1,AURKA,IC50,27.0,501.64,4.09,1,False,False,1,AURKA
CHEMBL524266,CHEMBL524266,Nc1nccc(-c2cc3c([nH]2)[C@@H](CCF)CNC3=O)n1,CDK4,IC50,28.0,275.29,1.24,0,False,False,2,CDK4;MAPK1
CHEMBL4878379,CHEMBL4878379,COC(=O)c1c(Cc2ccccc2)c(-c2cc(Cl)nc(N)n2)nn1C,EZH2,IC50,28.0,357.8,2.49,0,False,False,1,EZH2
CHEMBL402272,CHEMBL402272,Nc1nccc(-c2cc3c([nH]2)CCNC3=O)n1,CDK4,IC50,29.0,229.24,0.34,0,False,False,1,CDK4
CHEMBL2426395,CHEMBL2426395,COc1ccc(NC(=S)NC(=O)c2cn(-c3ccccc3)nc2-c2ccc(OC)cc2)cc1,CDK6,IC50,29.0,458.54,4.68,0,False,False,1,CDK6
CHEMBL199643,CHEMBL199643,O=C1Nc2cc(-c3ccc(O)cc3)ccc2/C1=C/c1cc[nH]c1,CHEK1,IC50,29.0,302.33,3.88,0,False,False,1,CHEK1
CHEMBL108968,CHEMBL108968,O=C(CCn1c2c(c(=O)[nH]c1=O)CSCC2)NCC(=O)c1ccc(OC(=O)c2ccccc2)cc1,PARP1,IC50,30.0,493.54,1.93,0,False,False,1,PARP1
CHEMBL326660,CHEMBL326660,O=C(CCn1c2c(c(=O)[nH]c1=O)CSCC2)NCC(=O)N1CCN(c2ccccc2)CC1,PARP1,IC50,30.0,457.56,0.18,0,False,False,1,PARP1
CHEMBL107935,CHEMBL107935,O=C(CCn1c2c(c(=O)[nH]c1=O)CSCC2)NCC(=O)c1ccc(Oc2ccccc2)cc1,PARP1,IC50,30.0,465.53,2.51,0,False,False,1,PARP1
CHEMBL110115,CHEMBL110115,O=C(CCn1c2c(c(=O)[nH]c1=O)CSCC2)NCC(=O)c1ccc(OC(F)F)cc1,PARP1,IC50,30.0,439.44,1.32,0,False,False,1,PARP1
CHEMBL379484,CHEMBL379484,CN1C(=O)C[C@H](c2ccccc2)[C@@H]1[C@H](O)c1ccc(-c2ccc(C#N)cc2)s1,KRAS,IC50,30.0,388.49,4.33,0,False,False,1,KRAS
CHEMBL214803,CHEMBL214803,CN1C(=O)C[C@H](c2ccccc2F)[C@@H]1[C@H](O)c1ccc(-c2cccnc2)s1,KRAS,IC50,30.0,382.46,4.0,0,False,False,1,KRAS
CHEMBL192589,CHEMBL192589,O=C(C(=O)c1ccc([N+](=O)[O-])cc1)c1ccccc1,FOLH1,Ki,30.6,255.23,2.66,0,False,False,1,FOLH1
CHEMBL3698700,CHEMBL3698700,c1cc2c3cnc(Nc4ccc(NC5CCNCC5)cn4)nc3n(C3CCCC3)c2cn1,CDK6,IC50,31.0,428.54,4.4,0,False,False,1,CDK6
CHEMBL1230609,CHEMBL1230609,COc1cc2c(Oc3ccc(NC(=O)C4(C(=O)Nc5ccc(F)cc5)CC4)cc3F)ccnc2cc1OCCCN1CCOCC1,ATR,Kd,31.0,0.0,0.0,0,False,False,1,ATR
CHEMBL315752,CHEMBL315752,CCC(CC)Cn1nc(-c2ccccc2)c(Cc2cc3c(cc2Cl)OCO3)c1C(=O)O,CHEK2,IC50,31.0,440.93,5.66,1,False,False,1,CHEK2
CHEMBL243298,CHEMBL243298,O=C(O)c1ccccc1Nc1ccnc(Nc2cccc(F)c2)n1,CDK4,Ki,31.62,324.32,3.8,0,False,False,1,CDK4
CHEMBL1995813,CHEMBL1995813,NC1CCCCC1Nc1nccc(-c2c[nH]c3ncccc23)n1,CDK4,Ki,31.62,308.39,2.7,0,False,False,1,CDK4
CHEMBL242930,CHEMBL242930,O=C(C(=O)c1cc(F)cc(F)c1F)c1cc(F)cc(F)c1F,FOLH1,Ki,31.9,318.17,3.59,0,False,False,1,FOLH1
CHEMBL205950,CHEMBL205950,CN(C)CCOc1cc(OCC2(C)COC2)c(NC(=O)Nc2cnc(C#N)cn2)cc1Cl,CHEK1,IC50,32.0,460.92,3.0,0,False,False,1,CHEK1
CHEMBL131737,CHEMBL131737,COc1ccc(-c2nc3c(C(N)=O)cccc3n2C)cc1,PARP1,Ki,32.0,281.31,2.35,0,False,False,1,PARP1
CHEMBL371958,CHEMBL371958,CC(=O)Nc1cccc(-c2cncc(Nc3ccc4c(c3)OCO4)n2)c1,BRAF,IC50,32.0,348.36,3.57,0,False,False,1,BRAF
CHEMBL153015,CHEMBL153015,CCCCCCCC(F)(F)C(=O)C(F)(F)F,FOLH1,IC50,32.36,246.22,4.11,0,False,False,1,FOLH1
CHEMBL2426391,CHEMBL2426391,COc1ccc(NC(=S)NC(=O)c2cn(-c3ccccc3)nc2-c2ccc(F)cc2)cc1,CDK6,IC50,33.0,446.51,4.81,0,False,False,1,CDK6
CHEMBL3702114,CHEMBL3702114,c1cc2c3cnc(Nc4ccc(CN5CCNCC5)cn4)nc3n(C3CCCC3)c2cn1,CDK6,IC50,33.0,428.54,3.64,0,False,False,1,CDK6
CHEMBL410071,CHEMBL410071,COC[C@H]1OC(=O)/C(=C/N2CCC(C(=O)O)CC2)C2=C(O)C(=O)C3=C([C@H](OC(C)=O)C[C@]4(C)[C@@H](O)CC[C@@H]34)[C@]21C,PIK3CA,IC50,33.0,559.61,2.05,1,False,False,2,PIK3CA;MTOR
CHEMBL521851,CHEMBL521851,CS(=O)(=O)N1CCN(Cc2cc3nc(-c4cccc5[nH]ncc45)nc(N4CCOCC4)c3s2)CC1,PIK3CB,IC50,33.0,0.0,0.0,0,False,False,2,PIK3CB;MTOR
CHEMBL200118,CHEMBL200118,Oc1cc(-c2[nH]cnc2-c2ccncc2)ccc1Cl,BRAF,IC50,33.0,271.71,3.5,0,False,False,1,BRAF
CHEMBL297089,CHEMBL297089,CCOC(=O)/C=C/[C@H](CCC(N)=O)NC(=O)[C@H](Cc1ccccc1)n1cccc(NC(=O)OCc2ccccc2)c1=O,MAP2K1,EC50,33.0,574.63,3.25,1,False,False,1,MAP2K1
CHEMBL371858,CHEMBL371858,Cc1ccc(C(=O)C(=O)c2ccccc2)cc1,FOLH1,Ki,33.3,224.26,3.06,0,False,False,1,FOLH1
CHEMBL225519,CHEMBL225519,O=C1NCCc2[nH]c(-c3ccncc3)cc21,CDK4,IC50,34.0,213.24,1.36,0,False,False,1,CDK4
CHEMBL26474,CHEMBL26474,COc1cccc(Cn2nc(-c3ccccc3)c(Cc3cc4c(cc3Cl)OCO4)c2C(=O)O)c1,CHEK2,IC50,34.0,476.92,5.28,1,False,False,1,CHEK2
CHEMBL248051,CHEMBL248051,NC(=O)c1cc(CNc2ccccc2C(=O)Nc2ccc3c(c2)OC(F)(F)O3)ccn1,BRAF,IC50,34.0,426.38,3.37,0,False,False,1,BRAF
CHEMBL366506,CHEMBL366506,CCCCCC(=O)NCC(=O)C(CC(=O)O)NC(=O)C(CC)n1cccc(NC(=O)c2ccc3ccccc3c2)c1=O,CD274,Ki,34.3,576.65,3.43,1,False,False,1,CD274
CHEMBL430707,CHEMBL430707,O=C(CCn1c2c(c(=O)[nH]c1=O)CSCC2)NCC(=O)N1CCN(c2ccccn2)CC1,PARP1,IC50,35.0,458.54,-0.42,0,False,False,1,PARP1
CHEMBL220112,CHEMBL220112,O=C(N[C@H](CO)c1ccccc1)c1cc(-c2[nH]ncc2-c2cccc(Cl)c2)c[nH]1,MAPK1,Ki,35.0,406.87,4.19,0,False,False,1,MAPK1
CHEMBL303615,CHEMBL303615,COC(=O)c1c(C)[nH]c2c1[C@@]13C[C@@H]1Cn1c(O)c4nc5c(OC)c(OC)c(OC)cc5c-4c(c13)C2=O,MAP2K1,IC50,36.0,489.48,3.16,0,False,False,1,MAP2K1
CHEMBL411950,CHEMBL411950,COC[C@H]1OC(=O)/C(=C/N2CCOCC2)C2=C(O)C(=O)C3=C([C@H](OC(C)=O)C[C@]4(C)[C@@H](O)CC[C@@H]34)[C@]21C,PIK3CA,IC50,37.0,517.58,1.58,1,False,False,2,PIK3CA;MTOR
CHEMBL542770,CHEMBL542770,COC(=O)c1c(C)[nH]c2c1C1CCN(C(=O)/C=C/c3ccc(OC)cc3)C1=CC2C(=O)ON1CCN(C)CC1.Cl,MAP2K1,IC50,37.0,571.07,2.83,1,False,False,1,MAP2K1
CHEMBL174581,CHEMBL174581,CCC(C(=O)N[C@@H](CC(=O)O)C(=O)CN(C)CCCC(N)=O)n1cccc(NC(=O)c2ccc3ccccc3c2)c1=O,CD274,Ki,37.0,577.64,1.93,1,False,False,1,CD274
CHEMBL1083192,CHEMBL1083192,CS(=O)(=O)N1CCN(Cc2cc3nc(-c4cnc(N)nc4)nc(N4CCOCC4)c3s2)CC1,PIK3CB,IC50,38.0,490.62,0.64,1,False,False,1,PIK3CB
CHEMBL205699,CHEMBL205699,CN1CCN(c2cc(OCc3cccnc3)c(NC(=O)Nc3cnc(C#N)cn3)cc2Cl)CC1,CHEK1,IC50,38.0,478.94,3.37,0,False,False,1,CHEK1
CHEMBL205744,CHEMBL205744,N#Cc1cnc(NC(=O)Nc2cc(Cl)c(OCc3cccnc3)cc2N2CCCC2)cn1,CHEK1,IC50,38.0,449.9,4.22,0,False,False,1,CHEK1
CHEMBL3545110,CHEMBL3545110,CN(C)C(=O)c1cc2cnc(Nc3ccc(N4CCNCC4)cn3)nc2n1C1CCCC1,CDK6,IC50,39.0,0.0,0.0,0,False,False,1,CDK6
CHEMBL428496,WORTMANNIN,COC[C@H]1OC(=O)c2coc3c2[C@@]1(C)C1=C(C3=O)[C@@H]2CCC(=O)[C@@]2(C)C[C@H]1OC(C)=O,MTOR,IC50,40.0,428.44,2.54,0,False,False,1,MTOR
CHEMBL281865,CHEMBL281865,COc1cccc(Cn2nc(-c3ccccc3)c(Cc3ccc4c(c3)OCO4)c2C(=O)O)c1,CHEK2,IC50,40.0,442.47,4.62,0,False,False,1,CHEK2
CHEMBL110178,CHEMBL110178,O=C(CCn1c2c(c(=O)[nH]c1=O)CSCC2)NCC(=O)N1CCN(c2ccncc2)CC1,PARP1,IC50,40.0,458.54,-0.42,0,False,False,1,PARP1
CHEMBL419020,CHEMBL419020,O=C(CCn1c2c(c(=O)[nH]c1=O)CSCC2)NCC(=O)N1CCN(c2ncccc2C(F)(F)F)CC1,PARP1,IC50,40.0,526.54,0.59,1,False,False,1,PARP1
CHEMBL215309,CHEMBL215309,COc1ccccc1[C@H]1CC(=O)N(C)[C@H]1[C@H](O)c1ccc(S(=O)(=O)c2ccccc2)s1,KRAS,IC50,40.0,457.57,3.64,0,False,False,1,KRAS
CHEMBL426476,CHEMBL426476,CN(C)CCCNC(=O)c1nc(-c2ccc(Cl)c(O)c2)c(-c2ccncc2)[nH]1,BRAF,IC50,40.0,399.88,3.18,0,False,False,1,BRAF
CHEMBL222249,CHEMBL222249,O=C(NCc1ccc(F)c(F)c1)c1cc(-c2[nH]ncc2-c2cccc(Cl)c2)c[nH]1,MAPK1,Ki,40.0,412.83,4.93,0,False,False,1,MAPK1
CHEMBL242722,CHEMBL242722,O=C(C(=O)c1c(F)ccc(F)c1F)c1cc(F)cc(F)c1F,FOLH1,Ki,40.7,318.17,3.59,0,False,False,1,FOLH1
CHEMBL191816,CHEMBL191816,CC(C)(C)c1ccc(C(=O)Nc2n[nH]c3c2CN(C(=O)c2ccco2)C3)cc1,AURKA,IC50,41.0,378.43,3.71,0,False,False,1,AURKA
CHEMBL2426387,CHEMBL2426387,COc1ccc(NC(=S)NC(=O)c2cn(-c3ccccc3)nc2-c2ccc(Cl)cc2)cc1,CDK6,IC50,42.0,462.96,5.33,1,False,False,1,CDK6
CHEMBL206139,CHEMBL206139,COc1cc([N+](=O)[O-])c(Cl)cc1NC(=O)Nc1cnc(C#N)cn1,CHEK1,IC50,42.0,348.71,2.56,0,False,False,1,CHEK1
CHEMBL205491,CHEMBL205491,COc1cc(NC(=O)c2cccs2)c(Cl)cc1NC(=O)Nc1cnc(C#N)cn1,CHEK1,IC50,42.0,428.86,3.97,0,False,False,1,CHEK1
CHEMBL311315,CHEMBL311315,CC(=O)N[C@@H](Cc1ccccc1)C(=O)N[C@H](C(=O)N[C@@H](C)C(=O)N[C@H](C=O)CC(=O)O)C(C)C,CD274,Ki,42.0,476.53,-0.46,0,False,False,1,CD274
CHEMBL2426383,CHEMBL2426383,COc1ccc(NC(=S)NC(=O)c2cn(-c3ccccc3)nc2-c2ccc(C)cc2)cc1,CDK6,IC50,43.0,442.54,4.98,0,False,False,1,CDK6
CHEMBL271544,CHEMBL271544,COC[C@H]1OC(=O)/C(=C/N2CCN(C3CCCCC3)CC2)C2=C(O)C(=O)C3=C([C@H](OC(C)=O)C[C@]4(C)[C@@H](O)CC[C@@H]34)[C@]21C,PIK3CA,IC50,43.0,598.74,3.2,1,False,False,2,PIK3CA;MTOR
CHEMBL205590,CHEMBL205590,CN(C)CCOc1cc(N2CCN(C)CC2)c(Cl)cc1NC(=O)Nc1cnc(C#N)cn1,CHEK1,IC50,43.0,458.95,2.34,0,False,False,1,CHEK1
CHEMBL120186,CHEMBL120186,COc1ccc(NS(=O)(=O)c2c(F)c(F)c(F)c(F)c2F)cc1NC(=O)[C@H](C)NC(C)=O,MAP2K1,IC50,43.0,481.4,2.65,0,False,False,1,MAP2K1
CHEMBL201654,CHEMBL201654,COc1cc2c(Nc3ncc(C)s3)ncnc2cc1OCCCN1CCOCC1,AURKA,IC50,43.0,415.52,3.25,0,False,False,1,AURKA
CHEMBL586702,CHEMBL586702,FC(F)c1nc2ccccc2n1-c1nc(N2CCOCC2)nc(N2CCOCC2)n1,PIK3CB,IC50,44.0,0.0,0.0,0,False,False,1,PIK3CB
CHEMBL312854,CHEMBL312854,O=C(O)c1cc2c(c(Cn3nc(-c4ccccc4)c(Cc4cc5c(cc4Cl)OCO5)c3C(=O)O)c1)OCOC2,CHEK2,IC50,44.0,548.94,4.83,1,False,False,1,CHEK2
CHEMBL27684,CHEMBL27684,O=C1c2cccc3c2c(cc2ccoc23)C(=O)N1CCNCCCNCCN1C(=O)c2cccc3c2c(cc2ccoc23)C1=O,MAP2K1,IC50,44.0,600.63,4.95,1,False,False,1,MAP2K1
CHEMBL222465,CHEMBL222465,O=C(NC(CO)c1ccc(C(F)(F)F)cc1)c1cc(-c2[nH]ncc2-c2cccc(Cl)c2)c[nH]1,MAPK1,Ki,44.0,474.87,5.21,1,False,False,1,MAPK1
CHEMBL205951,CHEMBL205951,COc1cc(C=O)ccc1NC(=O)Nc1cnc(C#N)cn1,CHEK1,IC50,45.0,297.27,1.81,0,False,False,1,CHEK1
CHEMBL562165,CHEMBL562165,CCOC(=O)Nc1ccc(-c2nc(N3CCOCC3)c3cnn(C4CCN(Cc5ccccc5)CC4)c3n2)cc1,MTOR,IC50,46.0,541.66,4.74,1,False,False,1,MTOR
CHEMBL1336,CHEMBL1336,CNC(=O)c1cc(Oc2ccc(NC(=O)Nc3ccc(Cl)c(C(F)(F)F)c3)cc2)ccn1,BRAF,IC50,46.0,0.0,0.0,0,False,False,1,BRAF
CHEMBL324470,CHEMBL324470,CCCCC(C(=O)N[C@@H](CC(=O)O)C(=O)COc1ccccc1)n1cncc(NC(=O)c2cccc3ccccc23)c1=O,CD274,IC50,46.0,584.63,3.99,1,False,False,1,CD274
CHEMBL155621,CHEMBL155621,CCCCCCS(=O)(=O)CC(=O)C(F)(F)F,FOLH1,IC50,46.77,260.28,2.11,0,False,False,1,FOLH1
CHEMBL199620,CHEMBL199620,COc1cc(-c2ccc3c(c2)NC(=O)/C3=C\c2[nH]c(C)c(CCO)c2C)ccc1O,CHEK1,IC50,47.0,404.47,4.04,0,False,False,1,CHEK1
CHEMBL421992,CHEMBL421992,CCCCCCOCC(=O)C(F)(F)F,FOLH1,IC50,47.86,212.21,2.71,0,False,False,1,FOLH1
CHEMBL151601,CHEMBL151601,CC1(C)C(=O)N(c2ccc(C#N)c(C(F)(F)F)c2)C(=O)N1CC#CCOCc1ccc(O)c(C(N)=O)c1,AR,IC50,49.0,514.46,3.15,1,False,False,1,AR
CHEMBL437858,CHEMBL437858,CSCC[C@H](NC(=O)[C@H](CCCN=C(N)N)NC(=O)[C@H](CCCN=C(N)N)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](CCC(=O)O)NC(=O)[C@H](CCCN=C(N)N)NC(=O)CNC(=O)[C@H](Cc1ccc(O)cc1)NC(=O)[C@H](CCCN=C(N)N)NC(=O)[C@H](CCC(N)=O)NC(=O)[C@H](C)NC(=O)[C@H](C)NC(=O)[C@H](Cc1c[nH]c2ccccc12)NC(=O)[C@H](CCCN=C(N)N)NC(=O)[C@@H](N)CC(N)=O)C(=O)N[C@@H](CO)C(=O)N[C@@H](CC(=O)O)C(=O)N[C@@H](CCC(=O)O)C(=O)N[C@@H](Cc1ccccc1)C(=O)N[C@@H](CCC(=O)O)C(=O)NCC(=O)N[C@@H](CO)C(=O)N[C@@H](Cc1ccccc1)C(=O)N[C@@H](CCCCN)C(=O)NCC(=O)N[C@@H](CC(C)C)C(=O)O,BCL2,IC50,49.0,3160.54,0.0,1,False,False,1,BCL2
CHEMBL2426399,CHEMBL2426399,COc1ccc(NC(=S)NC(=O)c2cn(-c3ccccc3)nc2-c2ccccc2)cc1,CDK6,IC50,50.0,428.52,4.67,0,False,False,1,CDK6
CHEMBL3702222,CHEMBL3702222,CC[C@@H](C)n1c2cnccc2c2cnc(Nc3ccc(N4CC[C@@H](O)C4)cn3)nc21,CDK6,IC50,50.0,403.49,3.66,0,False,False,1,CDK6
CHEMBL4522598,CHEMBL4522598,CN(C)C/C=C/C(=O)Nc1cccc(S(=O)(=O)N2CCC(NC(=O)c3n[nH]cc3NC(=O)c3c(Cl)cccc3Cl)CC2)c1.O=C(O)C(F)(F)F,ATR,IC50,50.0,762.59,3.61,1,False,False,1,ATR
CHEMBL4542127,CHEMBL4542127,COc1cccc(Cl)c1C(=O)Nc1c[nH]nc1C(=O)NC1CCN(S(=O)(=O)c2cccc(NC(=O)/C=C/CN(C)C)c2)CC1.O=C(O)C(F)(F)F,ATR,IC50,50.0,758.18,2.96,1,False,False,1,ATR
CHEMBL108316,CHEMBL108316,O=C(CCn1c2c(c(=O)[nH]c1=O)CSCC2)NCC(=O)N1CCN(c2ncncn2)CC1,PARP1,IC50,50.0,460.52,-1.63,0,False,False,1,PARP1
CHEMBL381527,CHEMBL381527,COc1cccc(CCC(=O)Nc2cc(OC)c(NC(=O)Nc3cnc(C#N)cn3)cc2Cl)c1,CHEK1,IC50,51.0,480.91,4.23,0,False,False,1,CHEK1
CHEMBL200431,CHEMBL200431,N/C(=N\O)c1ccc(-c2[nH]c(-c3ccccc3)nc2-c2ccncc2)cc1,BRAF,Kd,53.0,355.4,3.9,0,False,False,1,BRAF
CHEMBL146032,CHEMBL146032,CC(=O)c1ccc([C@H]2C[C@@]3(C)[C@@H](CC[C@@]3(O)C(F)(F)C(F)(F)F)[C@@H]3CCC4=CC(=O)CCC4=C32)cc1,AR,IC50,54.0,0.0,0.0,0,False,False,1,AR
CHEMBL202026,CHEMBL202026,CCN(C(=O)Cc1cnc(Nc2ncnc3cc(OCCCN4CCOCC4)c(OC)cc23)s1)c1ccccc1,AURKA,IC50,55.0,562.7,4.54,1,False,False,1,AURKA
CHEMBL2113248,CHEMBL2113248,CC(C)C[C@H]1c2cc3c(C(F)(F)F)cc(O)nc3cc2NC[C@@H]1C,AR,EC50,56.0,338.37,5.15,1,False,False,1,AR
CHEMBL270638,CHEMBL270638,Cc1nc2cnc3ccc(C#Cc4cccnc4)cc3c2n1-c1ccc(C(C)C#N)cc1,PIK3CA,IC50,56.0,413.48,5.3,1,False,False,2,PIK3CA;PIK3CB
CHEMBL271184,CHEMBL271184,COC[C@H]1OC(=O)/C(=C/N2CCN(c3ccccc3)CC2)C2=C(O)C(=O)C3=C([C@H](OC(C)=O)C[C@]4(C)[C@@H](O)CC[C@@H]34)[C@]21C,PIK3CA,IC50,56.0,592.69,3.07,1,False,False,2,PIK3CA;MTOR
CHEMBL3698656,CHEMBL3698656,c1cc2c3cnc(Nc4ccc(N5CCNCC5)cn4)nc3n(C3CCOCC3)c2cn1,CDK6,IC50,57.0,430.52,2.88,0,False,False,1,CDK6
CHEMBL192627,CHLORANIL,O=C1C(Cl)=C(Cl)C(=O)C(Cl)=C1Cl,FOLH1,Ki,57.4,245.88,2.52,0,False,False,1,FOLH1
CHEMBL202837,CHEMBL202837,COc1cc(NC(=O)Cc2ccsc2)c(Cl)cc1NC(=O)Nc1cnc(C#N)cn1,CHEK1,IC50,58.0,442.89,3.9,0,False,False,1,CHEK1
CHEMBL172040,CHEMBL172040,CCC(C(=O)N[C@@H](CC(=O)O)C(=O)CN(C)Cc1ccccc1)n1cccc(NC(=O)c2ccc3ccccc3c2)c1=O,CD274,Ki,58.0,582.66,3.87,1,False,False,1,CD274
CHEMBL80694,CHEMBL80694,CC(=O)N[C@@H](Cc1ccc(O)cc1)C(=O)N[C@H](C(=O)N(C)[C@@H](C)C(=O)N[C@H](C=O)CC(=O)O)C(C)C,CD274,Ki,59.0,506.56,-0.41,1,False,False,1,CD274
CHEMBL260313,CHEMBL260313,COC[C@H]1OC(=O)/C(=C/N2CCC(=O)CC2)C2=C(O)C(=O)C3=C([C@H](OC(C)=O)C[C@]4(C)[C@@H](O)CC[C@@H]34)[C@]21C,PIK3CA,IC50,60.0,529.59,1.92,1,False,False,2,PIK3CA;MTOR
CHEMBL1083810,CHEMBL1083810,CS(=O)(=O)N1CCN(Cc2cc3nc(-c4ccc(N)nc4)nc(N4CCOCC4)c3s2)CC1,PIK3CB,IC50,60.0,489.63,1.25,0,False,False,1,PIK3CB
CHEMBL412460,CHEMBL412460,CC[C@H](C)[C@H](NC(=O)[C@H](CC(=O)O)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](Cc1c[nH]cn1)NC(=O)[C@H]1CSSC[C@H](N)C(=O)N[C@@H](CO)C(=O)N[C@@H](CO)C(=O)N[C@@H](CO)C(=O)N[C@@H](C(C)C)C(=O)N[C@H](Cc2ccc(O)cc2)C(=O)N[C@@H](Cc2ccccc2)C(=O)N1)C(=O)N[C@H](C(=O)N[C@@H](Cc1c[nH]c2ccccc12)C(=O)O)[C@@H](C)CC,CHEK2,IC50,60.0,1670.93,0.0,1,False,False,1,CHEK2
CHEMBL320579,CHEMBL320579,O=C(Cn1c2c(c(=O)[nH]c1=O)CSCC2)NCCC(=O)N1CCN(c2ncccn2)CC1,PARP1,IC50,60.0,459.53,-1.03,0,False,False,1,PARP1
CHEMBL111606,CHEMBL111606,O=C(CCn1c2c(c(=O)[nH]c1=O)CSCC2)NCC(=O)c1ccc(Cl)cc1,PARP1,IC50,60.0,407.88,1.37,0,False,False,1,PARP1
CHEMBL215578,CHEMBL215578,CN1C(=O)C[C@H](c2ccccc2F)[C@@H]1[C@H](O)c1ccc(S(=O)(=O)c2ccccc2)s1,KRAS,IC50,60.0,445.54,3.77,0,False,False,1,KRAS
CHEMBL213311,CHEMBL213311,CN1C(=O)C[C@H](c2ccccc2F)[C@@H]1[C@H](O)c1ccc(-c2ccc(F)cc2)s1,KRAS,IC50,60.0,399.46,4.74,0,False,False,1,KRAS
CHEMBL192625,CHEMBL192625,Cc1ccc(C(=O)C(=O)c2ccc(C)cc2)cc1,FOLH1,Ki,60.4,238.29,3.37,0,False,False,1,FOLH1
CHEMBL3698663,CHEMBL3698663,C[C@H](C1CCCCC1)n1c2cnccc2c2cnc(Nc3ccc(N4CCNCC4)cn3)nc21,CDK6,IC50,61.0,456.6,4.67,0,False,False,1,CDK6
CHEMBL247618,CHEMBL247618,CNC(=O)c1cc(CNc2ccsc2C(=O)Nc2ccc3c(c2)OC(F)(F)O3)ccn1,BRAF,IC50,61.0,446.44,3.69,0,False,False,1,BRAF
